Riversystem uTAHPS reservoir fractions [fr] 
YYYY MM DD HH HJELLE GRESSE TOPPSY KROKNESVATN 
2022 9 19 22 0.2336 0.7044 0.8974 0.6803 
2022 9 19 23 0.2325 0.7042 0.8974 0.6803 
2022 9 20 0 0.2314 0.7039 0.8974 0.6804 
2022 9 20 1 0.2303 0.7036 0.8973 0.6804 
2022 9 20 2 0.2292 0.7034 0.8973 0.6805 
2022 9 20 3 0.2281 0.7031 0.8973 0.6805 
2022 9 20 4 0.2270 0.7029 0.8972 0.6806 
2022 9 20 5 0.2260 0.7026 0.8972 0.6806 
2022 9 20 6 0.2249 0.7023 0.8972 0.6807 
2022 9 20 7 0.2238 0.7021 0.8972 0.6807 
2022 9 20 8 0.2227 0.7018 0.8971 0.6808 
2022 9 20 9 0.2216 0.7015 0.8971 0.6808 
2022 9 20 10 0.2205 0.7013 0.8971 0.6809 
2022 9 20 11 0.2194 0.7010 0.8970 0.6809 
2022 9 20 12 0.2183 0.7007 0.8970 0.6810 
2022 9 20 13 0.2172 0.7005 0.8970 0.6810 
2022 9 20 14 0.2161 0.7002 0.8969 0.6810 
2022 9 20 15 0.2150 0.7000 0.8969 0.6811 
2022 9 20 16 0.2139 0.6997 0.8969 0.6811 
2022 9 20 17 0.2128 0.6994 0.8968 0.6812 
2022 9 20 18 0.2117 0.6992 0.8968 0.6812 
2022 9 20 19 0.2105 0.6989 0.8968 0.6813 
2022 9 20 20 0.2094 0.6986 0.8967 0.6813 
2022 9 20 21 0.2083 0.6984 0.8967 0.6814 
2022 9 20 22 0.2072 0.6981 0.8967 0.6814 
2022 9 20 23 0.2061 0.6978 0.8966 0.6815 
2022 9 21 0 0.2050 0.6976 0.8966 0.6815 
2022 9 21 1 0.2039 0.6973 0.8966 0.6816 
2022 9 21 2 0.2028 0.6970 0.8965 0.6816 
2022 9 21 3 0.2017 0.6968 0.8965 0.6817 
2022 9 21 4 0.2006 0.6965 0.8965 0.6817 
2022 9 21 5 0.1995 0.6962 0.8964 0.6817 
2022 9 21 6 0.1983 0.6960 0.8964 0.6818 
2022 9 21 7 0.1972 0.6957 0.8964 0.6818 
2022 9 21 8 0.1961 0.6954 0.8964 0.6819 
2022 9 21 9 0.1950 0.6952 0.8963 0.6819 
2022 9 21 10 0.1939 0.6949 0.8963 0.6820 
2022 9 21 11 0.1928 0.6946 0.8963 0.6820 
2022 9 21 12 0.1917 0.6944 0.8962 0.6821 
2022 9 21 13 0.1905 0.6941 0.8962 0.6821 
2022 9 21 14 0.1894 0.6939 0.8962 0.6822 
2022 9 21 15 0.1883 0.6936 0.8961 0.6822 
2022 9 21 16 0.1872 0.6933 0.8961 0.6822 
2022 9 21 17 0.1861 0.6931 0.8961 0.6823 
2022 9 21 18 0.1850 0.6928 0.8960 0.6823 
2022 9 21 19 0.1838 0.6925 0.8960 0.6824 
2022 9 21 20 0.1827 0.6923 0.8960 0.6824 
2022 9 21 21 0.1816 0.6920 0.8959 0.6825 
2022 9 21 22 0.1805 0.6917 0.8959 0.6825 
2022 9 21 23 0.1794 0.6915 0.8959 0.6826 
2022 9 22 0 0.1782 0.6912 0.8958 0.6826 
2022 9 22 1 0.1771 0.6909 0.8958 0.6827 
2022 9 22 2 0.1760 0.6907 0.8958 0.6827 
2022 9 22 3 0.1749 0.6904 0.8957 0.6827 
2022 9 22 4 0.1737 0.6901 0.8957 0.6828 
2022 9 22 5 0.1726 0.6899 0.8957 0.6828 
2022 9 22 6 0.1715 0.6896 0.8956 0.6829 
2022 9 22 7 0.1704 0.6893 0.8956 0.6829 
2022 9 22 8 0.1692 0.6891 0.8956 0.6830 
2022 9 22 9 0.1681 0.6888 0.8955 0.6830 
2022 9 22 10 0.1670 0.6885 0.8955 0.6831 
2022 9 22 11 0.1659 0.6883 0.8955 0.6831 
2022 9 22 12 0.1647 0.6880 0.8954 0.6831 
2022 9 22 13 0.1636 0.6877 0.8954 0.6832 
2022 9 22 14 0.1625 0.6875 0.8954 0.6832 
2022 9 22 15 0.1614 0.6872 0.8953 0.6833 
2022 9 22 16 0.1602 0.6869 0.8953 0.6833 
2022 9 22 17 0.1591 0.6867 0.8953 0.6834 
2022 9 22 18 0.1580 0.6864 0.8952 0.6834 
2022 9 22 19 0.1568 0.6861 0.8952 0.6835 
2022 9 22 20 0.1557 0.6859 0.8952 0.6835 
2022 9 22 21 0.1546 0.6856 0.8951 0.6836 
2022 9 22 22 0.1535 0.6853 0.8951 0.6836 
2022 9 22 23 0.1523 0.6851 0.8951 0.6836 
2022 9 23 0 0.1512 0.6848 0.8950 0.6837 
2022 9 23 1 0.1501 0.6845 0.8950 0.6837 
2022 9 23 2 0.1490 0.6843 0.8950 0.6838 
2022 9 23 3 0.1478 0.6840 0.8949 0.6838 
2022 9 23 4 0.1467 0.6837 0.8949 0.6839 
2022 9 23 5 0.1456 0.6835 0.8949 0.6839 
2022 9 23 6 0.1444 0.6832 0.8948 0.6840 
2022 9 23 7 0.1433 0.6829 0.8948 0.6840 
2022 9 23 8 0.1422 0.6827 0.8948 0.6840 
2022 9 23 9 0.1410 0.6824 0.8947 0.6841 
2022 9 23 10 0.1399 0.6821 0.8947 0.6841 
2022 9 23 11 0.1388 0.6819 0.8947 0.6842 
2022 9 23 12 0.1377 0.6816 0.8946 0.6842 
2022 9 23 13 0.1365 0.6813 0.8946 0.6843 
2022 9 23 14 0.1354 0.6811 0.8946 0.6843 
2022 9 23 15 0.1343 0.6808 0.8945 0.6844 
2022 9 23 16 0.1332 0.6805 0.8945 0.6844 
2022 9 23 17 0.1321 0.6803 0.8945 0.6845 
2022 9 23 18 0.1309 0.6800 0.8944 0.6845 
2022 9 23 19 0.1298 0.6797 0.8944 0.6846 
2022 9 23 20 0.1287 0.6795 0.8944 0.6846 
2022 9 23 21 0.1276 0.6792 0.8943 0.6846 
2022 9 23 22 0.1265 0.6789 0.8943 0.6847 
2022 9 23 23 0.1254 0.6787 0.8943 0.6847 
2022 9 24 0 0.1242 0.6784 0.8942 0.6848 
2022 9 24 1 0.1231 0.6781 0.8942 0.6848 
2022 9 24 2 0.1220 0.6779 0.8942 0.6849 
2022 9 24 3 0.1209 0.6776 0.8942 0.6849 
2022 9 24 4 0.1198 0.6773 0.8941 0.6850 
2022 9 24 5 0.1187 0.6771 0.8941 0.6850 
2022 9 24 6 0.1175 0.6768 0.8941 0.6851 
2022 9 24 7 0.1164 0.6766 0.8940 0.6851 
2022 9 24 8 0.1153 0.6763 0.8940 0.6852 
2022 9 24 9 0.1142 0.6760 0.8940 0.6852 
2022 9 24 10 0.1131 0.6758 0.8939 0.6853 
2022 9 24 11 0.1120 0.6755 0.8939 0.6853 
2022 9 24 12 0.1108 0.6752 0.8939 0.6854 
2022 9 24 13 0.1097 0.6750 0.8938 0.6854 
2022 9 24 14 0.1086 0.6747 0.8938 0.6854 
2022 9 24 15 0.1075 0.6744 0.8938 0.6855 
2022 9 24 16 0.1064 0.6742 0.8937 0.6855 
2022 9 24 17 0.1053 0.6739 0.8937 0.6856 
2022 9 24 18 0.1041 0.6736 0.8937 0.6856 
2022 9 24 19 0.1030 0.6734 0.8936 0.6857 
2022 9 24 20 0.1019 0.6731 0.8936 0.6857 
2022 9 24 21 0.1008 0.6728 0.8936 0.6858 
2022 9 24 22 0.0997 0.6726 0.8935 0.6858 
2022 9 24 23 0.0986 0.6723 0.8935 0.6859 
2022 9 25 0 0.0975 0.6720 0.8935 0.6859 
2022 9 25 1 0.0964 0.6718 0.8935 0.6860 
2022 9 25 2 0.0953 0.6715 0.8934 0.6860 
2022 9 25 3 0.0942 0.6713 0.8934 0.6861 
2022 9 25 4 0.0931 0.6710 0.8934 0.6861 
2022 9 25 5 0.0920 0.6707 0.8933 0.6862 
2022 9 25 6 0.0910 0.6705 0.8933 0.6862 
2022 9 25 7 0.0900 0.6702 0.8933 0.6863 
2022 9 25 8 0.0890 0.6700 0.8932 0.6863 
2022 9 25 9 0.0882 0.6697 0.8932 0.6863 
2022 9 25 10 0.0874 0.6695 0.8932 0.6864 
2022 9 25 11 0.0868 0.6692 0.8932 0.6864 
2022 9 25 12 0.0863 0.6690 0.8931 0.6865 
2022 9 25 13 0.0860 0.6688 0.8931 0.6865 
2022 9 25 14 0.0858 0.6686 0.8931 0.6866 
2022 9 25 15 0.0857 0.6684 0.8931 0.6866 
2022 9 25 16 0.0858 0.6682 0.8931 0.6867 
2022 9 25 17 0.0859 0.6680 0.8931 0.6867 
2022 9 25 18 0.0862 0.6679 0.8931 0.6868 
2022 9 25 19 0.0865 0.6677 0.8931 0.6868 
2022 9 25 20 0.0868 0.6675 0.8931 0.6869 
2022 9 25 21 0.0871 0.6674 0.8931 0.6869 
2022 9 25 22 0.0875 0.6672 0.8931 0.6870 
2022 9 25 23 0.0878 0.6670 0.8931 0.6870 
2022 9 26 0 0.0881 0.6668 0.8931 0.6871 
2022 9 26 1 0.0883 0.6667 0.8931 0.6871 
2022 9 26 2 0.0886 0.6665 0.8931 0.6872 
2022 9 26 3 0.0888 0.6663 0.8931 0.6872 
2022 9 26 4 0.0890 0.6662 0.8931 0.6873 
2022 9 26 5 0.0891 0.6660 0.8931 0.6873 
2022 9 26 6 0.0892 0.6658 0.8931 0.6874 
2022 9 26 7 0.0893 0.6656 0.8931 0.6874 
2022 9 26 8 0.0894 0.6654 0.8931 0.6875 
2022 9 26 9 0.0895 0.6653 0.8931 0.6876 
2022 9 26 10 0.0896 0.6651 0.8931 0.6876 
2022 9 26 11 0.0898 0.6649 0.8931 0.6877 
2022 9 26 12 0.0899 0.6647 0.8931 0.6878 
2022 9 26 13 0.0901 0.6646 0.8931 0.6879 
2022 9 26 14 0.0902 0.6644 0.8931 0.6880 
2022 9 26 15 0.0902 0.6642 0.8932 0.6881 
2022 9 26 16 0.0903 0.6641 0.8932 0.6882 
2022 9 26 17 0.0902 0.6639 0.8932 0.6883 
2022 9 26 18 0.0902 0.6637 0.8932 0.6884 
2022 9 26 19 0.0901 0.6635 0.8932 0.6885 
2022 9 26 20 0.0900 0.6633 0.8932 0.6886 
2022 9 26 21 0.0899 0.6632 0.8932 0.6887 
2022 9 26 22 0.0899 0.6630 0.8932 0.6888 
2022 9 26 23 0.0898 0.6628 0.8933 0.6889 
2022 9 27 0 0.0898 0.6626 0.8933 0.6890 
2022 9 27 1 0.0897 0.6625 0.8933 0.6891 
2022 9 27 2 0.0897 0.6623 0.8933 0.6892 
2022 9 27 3 0.0896 0.6621 0.8933 0.6893 
2022 9 27 4 0.0896 0.6619 0.8933 0.6894 
2022 9 27 5 0.0896 0.6617 0.8934 0.6895 
2022 9 27 6 0.0897 0.6616 0.8934 0.6896 
2022 9 27 7 0.0898 0.6614 0.8934 0.6896 
2022 9 27 8 0.0900 0.6612 0.8934 0.6897 
2022 9 27 9 0.0902 0.6611 0.8934 0.6898 
2022 9 27 10 0.0905 0.6609 0.8934 0.6899 
2022 9 27 11 0.0909 0.6608 0.8935 0.6900 
2022 9 27 12 0.0912 0.6606 0.8935 0.6901 
2022 9 27 13 0.0916 0.6605 0.8935 0.6902 
2022 9 27 14 0.0920 0.6603 0.8935 0.6903 
2022 9 27 15 0.0925 0.6602 0.8935 0.6904 
2022 9 27 16 0.0929 0.6600 0.8936 0.6905 
2022 9 27 17 0.0935 0.6599 0.8936 0.6906 
2022 9 27 18 0.0942 0.6598 0.8937 0.6907 
2022 9 27 19 0.0951 0.6597 0.8937 0.6909 
2022 9 27 20 0.0961 0.6596 0.8938 0.6911 
2022 9 27 21 0.0972 0.6595 0.8939 0.6913 
2022 9 27 22 0.0985 0.6595 0.8940 0.6915 
2022 9 27 23 0.0998 0.6594 0.8941 0.6917 
2022 9 28 0 0.1012 0.6594 0.8942 0.6920 
2022 9 28 1 0.1026 0.6594 0.8943 0.6922 
2022 9 28 2 0.1039 0.6593 0.8944 0.6925 
2022 9 28 3 0.1052 0.6593 0.8945 0.6927 
2022 9 28 4 0.1065 0.6592 0.8947 0.6930 
2022 9 28 5 0.1078 0.6592 0.8948 0.6932 
2022 9 28 6 0.1090 0.6592 0.8949 0.6935 
2022 9 28 7 0.1102 0.6591 0.8950 0.6937 
2022 9 28 8 0.1114 0.6591 0.8951 0.6940 
2022 9 28 9 0.1126 0.6590 0.8952 0.6942 
2022 9 28 10 0.1138 0.6590 0.8953 0.6945 
2022 9 28 11 0.1149 0.6589 0.8954 0.6947 
2022 9 28 12 0.1160 0.6588 0.8955 0.6950 
2022 9 28 13 0.1170 0.6588 0.8956 0.6952 
2022 9 28 14 0.1180 0.6587 0.8958 0.6955 
2022 9 28 15 0.1190 0.6586 0.8958 0.6957 
2022 9 28 16 0.1198 0.6586 0.8959 0.6959 
2022 9 28 17 0.1207 0.6585 0.8960 0.6962 
2022 9 28 18 0.1215 0.6584 0.8961 0.6964 
2022 9 28 19 0.1223 0.6583 0.8962 0.6966 
2022 9 28 20 0.1230 0.6582 0.8963 0.6968 
2022 9 28 21 0.1237 0.6581 0.8964 0.6970 
2022 9 28 22 0.1243 0.6580 0.8965 0.6972 
2022 9 28 23 0.1249 0.6579 0.8965 0.6974 
2022 9 29 0 0.1255 0.6578 0.8966 0.6976 
2022 9 29 1 0.1260 0.6577 0.8967 0.6978 
2022 9 29 2 0.1265 0.6576 0.8968 0.6980 
2022 9 29 3 0.1270 0.6575 0.8968 0.6982 
2022 9 29 4 0.1275 0.6574 0.8969 0.6984 
2022 9 29 5 0.1279 0.6573 0.8970 0.6986 
2022 9 29 6 0.1283 0.6571 0.8970 0.6988 
2022 9 29 7 0.1286 0.6570 0.8971 0.6990 
2022 9 29 8 0.1290 0.6569 0.8972 0.6992 
2022 9 29 9 0.1293 0.6568 0.8972 0.6993 
2022 9 29 10 0.1296 0.6566 0.8973 0.6995 
2022 9 29 11 0.1299 0.6565 0.8973 0.6997 
2022 9 29 12 0.1301 0.6564 0.8974 0.6999 
2022 9 29 13 0.1303 0.6562 0.8974 0.7000 
2022 9 29 14 0.1305 0.6561 0.8975 0.7002 
2022 9 29 15 0.1307 0.6559 0.8976 0.7004 
2022 9 29 16 0.1309 0.6558 0.8976 0.7005 
2022 9 29 17 0.1310 0.6556 0.8977 0.7007 
2022 9 29 18 0.1311 0.6555 0.8977 0.7009 
2022 9 29 19 0.1312 0.6554 0.8977 0.7010 
2022 9 29 20 0.1313 0.6552 0.8978 0.7012 
2022 9 29 21 0.1314 0.6550 0.8978 0.7014 
2022 9 29 22 0.1314 0.6549 0.8979 0.7015 
2022 9 29 23 0.1314 0.6547 0.8979 0.7017 
2022 9 30 0 0.1315 0.6546 0.8980 0.7018 
2022 9 30 1 0.1315 0.6544 0.8980 0.7020 
2022 9 30 2 0.1315 0.6543 0.8980 0.7021 
2022 9 30 3 0.1314 0.6541 0.8981 0.7023 
2022 9 30 4 0.1314 0.6539 0.8981 0.7024 
2022 9 30 5 0.1313 0.6538 0.8982 0.7026 
2022 9 30 6 0.1313 0.6536 0.8982 0.7027 
2022 9 30 7 0.1312 0.6534 0.8982 0.7029 
2022 9 30 8 0.1311 0.6533 0.8983 0.7030 
2022 9 30 9 0.1310 0.6531 0.8983 0.7031 
2022 9 30 10 0.1309 0.6529 0.8983 0.7033 
2022 9 30 11 0.1308 0.6528 0.8984 0.7034 
2022 9 30 12 0.1306 0.6526 0.8984 0.7036 
2022 9 30 13 0.1305 0.6524 0.8984 0.7037 
2022 9 30 14 0.1304 0.6522 0.8985 0.7038 
2022 9 30 15 0.1302 0.6521 0.8985 0.7040 
2022 9 30 16 0.1300 0.6519 0.8985 0.7041 
2022 9 30 17 0.1298 0.6517 0.8985 0.7042 
2022 9 30 18 0.1297 0.6515 0.8986 0.7044 
2022 9 30 19 0.1295 0.6514 0.8986 0.7045 
2022 9 30 20 0.1293 0.6512 0.8986 0.7046 
2022 9 30 21 0.1291 0.6510 0.8987 0.7048 
2022 9 30 22 0.1289 0.6508 0.8987 0.7049 
2022 9 30 23 0.1287 0.6507 0.8987 0.7050 
2022 10 1 0 0.1286 0.6505 0.8987 0.7052 
2022 10 1 1 0.1284 0.6503 0.8988 0.7053 
2022 10 1 2 0.1282 0.6501 0.8988 0.7054 
2022 10 1 3 0.1280 0.6500 0.8988 0.7056 
2022 10 1 4 0.1279 0.6498 0.8989 0.7057 
2022 10 1 5 0.1278 0.6496 0.8989 0.7058 
2022 10 1 6 0.1279 0.6495 0.8989 0.7060 
2022 10 1 7 0.1283 0.6494 0.8990 0.7062 
2022 10 1 8 0.1291 0.6493 0.8991 0.7065 
2022 10 1 9 0.1302 0.6492 0.8992 0.7068 
2022 10 1 10 0.1315 0.6492 0.8994 0.7071 
2022 10 1 11 0.1329 0.6492 0.8996 0.7074 
2022 10 1 12 0.1344 0.6492 0.8997 0.7078 
2022 10 1 13 0.1360 0.6492 0.8999 0.7081 
2022 10 1 14 0.1376 0.6492 0.9001 0.7085 
2022 10 1 15 0.1392 0.6492 0.9002 0.7089 
2022 10 1 16 0.1408 0.6493 0.9004 0.7092 
2022 10 1 17 0.1424 0.6493 0.9006 0.7096 
2022 10 1 18 0.1439 0.6493 0.9007 0.7099 
2022 10 1 19 0.1454 0.6493 0.9009 0.7103 
2022 10 1 20 0.1469 0.6493 0.9010 0.7106 
2022 10 1 21 0.1483 0.6492 0.9012 0.7109 
2022 10 1 22 0.1497 0.6492 0.9013 0.7112 
2022 10 1 23 0.1510 0.6492 0.9015 0.7115 
2022 10 2 0 0.1524 0.6492 0.9016 0.7118 
2022 10 2 1 0.1537 0.6492 0.9018 0.7121 
2022 10 2 2 0.1550 0.6491 0.9019 0.7124 
2022 10 2 3 0.1564 0.6491 0.9020 0.7127 
2022 10 2 4 0.1577 0.6491 0.9021 0.7130 
2022 10 2 5 0.1591 0.6490 0.9023 0.7132 
2022 10 2 6 0.1604 0.6490 0.9024 0.7135 
2022 10 2 7 0.1618 0.6490 0.9025 0.7138 
2022 10 2 8 0.1632 0.6489 0.9026 0.7140 
2022 10 2 9 0.1646 0.6489 0.9028 0.7143 
2022 10 2 10 0.1660 0.6489 0.9029 0.7146 
2022 10 2 11 0.1674 0.6488 0.9030 0.7148 
2022 10 2 12 0.1688 0.6488 0.9031 0.7151 
2022 10 2 13 0.1703 0.6488 0.9032 0.7153 
2022 10 2 14 0.1717 0.6487 0.9033 0.7156 
2022 10 2 15 0.1731 0.6487 0.9035 0.7158 
2022 10 2 16 0.1745 0.6487 0.9036 0.7160 
2022 10 2 17 0.1759 0.6486 0.9037 0.7163 
2022 10 2 18 0.1772 0.6486 0.9038 0.7165 
2022 10 2 19 0.1786 0.6485 0.9039 0.7168 
2022 10 2 20 0.1799 0.6485 0.9040 0.7170 
2022 10 2 21 0.1812 0.6484 0.9041 0.7172 
2022 10 2 22 0.1825 0.6484 0.9042 0.7174 
2022 10 2 23 0.1837 0.6483 0.9043 0.7177 
2022 10 3 0 0.1849 0.6483 0.9044 0.7179 
2022 10 3 1 0.1861 0.6482 0.9045 0.7181 
2022 10 3 2 0.1872 0.6482 0.9046 0.7183 
2022 10 3 3 0.1883 0.6481 0.9047 0.7185 
2022 10 3 4 0.1894 0.6480 0.9048 0.7187 
2022 10 3 5 0.1905 0.6480 0.9049 0.7189 
2022 10 3 6 0.1916 0.6479 0.9050 0.7191 
2022 10 3 7 0.1927 0.6478 0.9050 0.7194 
2022 10 3 8 0.1938 0.6477 0.9051 0.7196 
2022 10 3 9 0.1948 0.6477 0.9052 0.7198 
2022 10 3 10 0.1959 0.6476 0.9053 0.7200 
2022 10 3 11 0.1969 0.6475 0.9054 0.7202 
2022 10 3 12 0.1979 0.6474 0.9055 0.7203 
2022 10 3 13 0.1989 0.6474 0.9055 0.7205 
2022 10 3 14 0.1999 0.6473 0.9056 0.7207 
2022 10 3 15 0.2009 0.6472 0.9057 0.7209 
2022 10 3 16 0.2019 0.6471 0.9058 0.7211 
2022 10 3 17 0.2028 0.6470 0.9059 0.7213 
2022 10 3 18 0.2038 0.6470 0.9059 0.7215 
2022 10 3 19 0.2048 0.6469 0.9060 0.7217 
2022 10 3 20 0.2058 0.6468 0.9061 0.7218 
2022 10 3 21 0.2067 0.6467 0.9062 0.7220 
2022 10 3 22 0.2077 0.6466 0.9062 0.7222 
2022 10 3 23 0.2086 0.6465 0.9063 0.7224 
2022 10 4 0 0.2096 0.6464 0.9064 0.7225 
2022 10 4 1 0.2106 0.6464 0.9064 0.7227 
2022 10 4 2 0.2115 0.6463 0.9065 0.7229 
2022 10 4 3 0.2125 0.6462 0.9066 0.7231 
2022 10 4 4 0.2135 0.6461 0.9066 0.7232 
2022 10 4 5 0.2145 0.6460 0.9067 0.7234 
2022 10 4 6 0.2155 0.6459 0.9068 0.7236 
2022 10 4 7 0.2165 0.6458 0.9069 0.7237 
2022 10 4 8 0.2174 0.6457 0.9069 0.7239 
2022 10 4 9 0.2184 0.6456 0.9070 0.7240 
2022 10 4 10 0.2194 0.6456 0.9070 0.7242 
2022 10 4 11 0.2203 0.6455 0.9071 0.7244 
2022 10 4 12 0.2213 0.6454 0.9072 0.7245 
2022 10 4 13 0.2223 0.6453 0.9072 0.7247 
2022 10 4 14 0.2232 0.6452 0.9073 0.7248 
2022 10 4 15 0.2242 0.6451 0.9074 0.7250 
2022 10 4 16 0.2252 0.6450 0.9074 0.7251 
2022 10 4 17 0.2262 0.6449 0.9075 0.7253 
2022 10 4 18 0.2272 0.6448 0.9075 0.7255 
2022 10 4 19 0.2282 0.6447 0.9076 0.7256 
2022 10 4 20 0.2292 0.6446 0.9077 0.7258 
2022 10 4 21 0.2303 0.6445 0.9077 0.7259 
2022 10 4 22 0.2313 0.6445 0.9078 0.7260 
2022 10 4 23 0.2324 0.6444 0.9079 0.7262 
2022 10 5 0 0.2335 0.6443 0.9079 0.7263 
2022 10 5 1 0.2346 0.6442 0.9080 0.7265 
2022 10 5 2 0.2358 0.6441 0.9080 0.7266 
2022 10 5 3 0.2371 0.6440 0.9081 0.7268 
2022 10 5 4 0.2383 0.6440 0.9082 0.7269 
2022 10 5 5 0.2397 0.6439 0.9082 0.7271 
2022 10 5 6 0.2410 0.6438 0.9083 0.7272 
2022 10 5 7 0.2424 0.6438 0.9084 0.7274 
2022 10 5 8 0.2438 0.6437 0.9084 0.7275 
2022 10 5 9 0.2453 0.6436 0.9085 0.7276 
2022 10 5 10 0.2468 0.6436 0.9086 0.7278 
2022 10 5 11 0.2483 0.6435 0.9086 0.7279 
2022 10 5 12 0.2498 0.6435 0.9087 0.7281 
2022 10 5 13 0.2515 0.6434 0.9088 0.7282 
2022 10 5 14 0.2533 0.6434 0.9089 0.7284 
2022 10 5 15 0.2553 0.6433 0.9089 0.7285 
2022 10 5 16 0.2578 0.6434 0.9090 0.7287 
2022 10 5 17 0.2611 0.6434 0.9091 0.7288 
2022 10 5 18 0.2658 0.6436 0.9093 0.7290 
2022 10 5 19 0.2724 0.6439 0.9095 0.7292 
2022 10 5 20 0.2809 0.6443 0.9097 0.7293 
2022 10 5 21 0.2908 0.6448 0.9100 0.7295 
2022 10 5 22 0.3014 0.6454 0.9102 0.7297 
2022 10 5 23 0.3123 0.6459 0.9105 0.7299 
2022 10 6 0 0.3230 0.6465 0.9108 0.7301 
2022 10 6 1 0.3335 0.6471 0.9111 0.7303 
2022 10 6 2 0.3434 0.6476 0.9114 0.7305 
2022 10 6 3 0.3529 0.6481 0.9116 0.7307 
2022 10 6 4 0.3619 0.6485 0.9119 0.7308 
2022 10 6 5 0.3702 0.6490 0.9121 0.7310 
2022 10 6 6 0.3778 0.6493 0.9123 0.7312 
2022 10 6 7 0.3849 0.6496 0.9125 0.7314 
2022 10 6 8 0.3913 0.6499 0.9127 0.7316 
2022 10 6 9 0.3972 0.6502 0.9129 0.7318 
2022 10 6 10 0.4025 0.6504 0.9131 0.7320 
2022 10 6 11 0.4074 0.6506 0.9132 0.7322 
2022 10 6 12 0.4119 0.6507 0.9134 0.7323 
2022 10 6 13 0.4160 0.6508 0.9135 0.7325 
2022 10 6 14 0.4198 0.6509 0.9136 0.7327 
2022 10 6 15 0.4233 0.6510 0.9138 0.7329 
2022 10 6 16 0.4265 0.6511 0.9139 0.7331 
2022 10 6 17 0.4295 0.6512 0.9140 0.7333 
2022 10 6 18 0.4323 0.6512 0.9141 0.7334 
2022 10 6 19 0.4349 0.6512 0.9142 0.7336 
2022 10 6 20 0.4374 0.6512 0.9143 0.7338 
2022 10 6 21 0.4397 0.6512 0.9144 0.7340 
2022 10 6 22 0.4418 0.6512 0.9145 0.7342 
2022 10 6 23 0.4439 0.6512 0.9146 0.7343 
2022 10 7 0 0.4458 0.6512 0.9147 0.7345 
2022 10 7 1 0.4477 0.6512 0.9148 0.7347 
2022 10 7 2 0.4494 0.6511 0.9149 0.7349 
2022 10 7 3 0.4511 0.6511 0.9150 0.7351 
2022 10 7 4 0.4527 0.6511 0.9151 0.7352 
2022 10 7 5 0.4542 0.6510 0.9152 0.7354 
2022 10 7 6 0.4557 0.6510 0.9152 0.7356 
2022 10 7 7 0.4571 0.6509 0.9153 0.7358 
2022 10 7 8 0.4584 0.6508 0.9154 0.7359 
2022 10 7 9 0.4597 0.6508 0.9155 0.7361 
2022 10 7 10 0.4610 0.6507 0.9156 0.7363 
2022 10 7 11 0.4623 0.6507 0.9157 0.7365 
2022 10 7 12 0.4635 0.6506 0.9157 0.7367 
2022 10 7 13 0.4648 0.6505 0.9158 0.7369 
2022 10 7 14 0.4661 0.6505 0.9159 0.7371 
2022 10 7 15 0.4675 0.6504 0.9160 0.7373 
2022 10 7 16 0.4688 0.6504 0.9161 0.7376 
2022 10 7 17 0.4702 0.6504 0.9163 0.7378 
2022 10 7 18 0.4716 0.6503 0.9164 0.7380 
2022 10 7 19 0.4730 0.6503 0.9165 0.7383 
2022 10 7 20 0.4744 0.6502 0.9166 0.7385 
2022 10 7 21 0.4759 0.6502 0.9167 0.7388 
2022 10 7 22 0.4773 0.6502 0.9168 0.7390 
2022 10 7 23 0.4786 0.6501 0.9169 0.7393 
2022 10 8 0 0.4800 0.6501 0.9170 0.7395 
2022 10 8 1 0.4813 0.6501 0.9172 0.7398 
2022 10 8 2 0.4827 0.6500 0.9173 0.7400 
2022 10 8 3 0.4839 0.6500 0.9174 0.7402 
2022 10 8 4 0.4852 0.6499 0.9175 0.7405 
2022 10 8 5 0.4864 0.6499 0.9176 0.7407 
2022 10 8 6 0.4876 0.6498 0.9177 0.7409 
2022 10 8 7 0.4887 0.6497 0.9178 0.7412 
2022 10 8 8 0.4898 0.6497 0.9179 0.7414 
2022 10 8 9 0.4909 0.6496 0.9180 0.7416 
2022 10 8 10 0.4919 0.6496 0.9181 0.7418 
2022 10 8 11 0.4930 0.6495 0.9182 0.7421 
2022 10 8 12 0.4940 0.6494 0.9183 0.7423 
2022 10 8 13 0.4949 0.6493 0.9184 0.7425 
2022 10 8 14 0.4959 0.6493 0.9184 0.7427 
2022 10 8 15 0.4968 0.6492 0.9185 0.7429 
2022 10 8 16 0.4977 0.6491 0.9186 0.7431 
2022 10 8 17 0.4985 0.6490 0.9187 0.7434 
2022 10 8 18 0.4994 0.6489 0.9188 0.7436 
2022 10 8 19 0.5002 0.6488 0.9189 0.7438 
2022 10 8 20 0.5011 0.6488 0.9190 0.7440 
2022 10 8 21 0.5019 0.6487 0.9190 0.7442 
2022 10 8 22 0.5027 0.6486 0.9191 0.7444 
2022 10 8 23 0.5034 0.6485 0.9192 0.7446 
2022 10 9 0 0.5042 0.6484 0.9193 0.7448 
2022 10 9 1 0.5049 0.6483 0.9194 0.7450 
2022 10 9 2 0.5057 0.6482 0.9194 0.7452 
2022 10 9 3 0.5064 0.6481 0.9195 0.7454 
2022 10 9 4 0.5071 0.6480 0.9196 0.7456 
2022 10 9 5 0.5077 0.6479 0.9197 0.7457 
